"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Carl Nicks","G","TB                  TB","26","2012","2016","5","$47,500,000","$9,500,000","7.88%","","","$25,000,000","$25,000,000","$25,000,000"
"DeSean Jackson","WR","PHI                  PHI","25","2012","2016","5","$47,000,000","$9,400,000","7.79%","$10,000,000","$15,000,000","$15,000,000","$18,000,000","$28,750,000"
"Navorro Bowman","ILB","SF                  SF","23","2012","2018","5","$45,250,000","$9,050,000","7.50%","$7,500,000","$8,040,000","$16,670,000","$12,670,000","$17,420,000"
"LeSean McCoy","RB","PHI                  PHI","23","2012","2017","5","$45,000,000","$9,000,000","7.46%","$8,500,000","$20,765,000","$20,765,000","$12,477,500","$20,477,500"
"Joe Staley","LT","SF                  SF","27","2012","2019","6","$44,650,000","$7,441,667","6.17%","","$10,000,000","$11,460,000","$17,495,000","$18,804,750"
"Arian Foster","RB","HOU                  HOU","25","2012","2016","5","$43,500,000","$8,700,000","7.21%","$12,500,000","$20,750,000","$20,750,000","$23,500,000","$29,500,000"
"Jason McCourty","CB","TEN                  TEN","24","2012","2017","6","$43,040,000","$7,173,333","5.95%","$9,000,000","$17,000,000","$17,000,000","$17,000,000","$23,500,000"
"Pierre Garcon","WR","WAS                  WAS","25","2012","2016","5","$42,500,000","$8,500,000","7.05%","$11,000,000","$13,100,000","$20,500,000","$19,390,625","$26,890,625"
"Antonio Brown","WR","PIT                  PIT","23","2012","2017","5","$41,960,000","$8,392,000","6.96%","$8,500,000","$8,500,000","$8,500,000","$16,040,000","$22,040,000"
"Mark Sanchez","QB","NYJ                  NYJ","25","2012","2016","3","$40,475,000","$13,491,667","11.19%","$8,000,000","","$19,250,000","$20,500,000","$32,000,000"
"Ahmad Brooks","OLB","SF                  SF","27","2012","2017","6","$40,400,000","$6,733,333","5.58%","$7,500,000","$8,250,000","$17,700,000","$12,400,000","$17,809,375"
"Aaron Hernandez","TE","NE                  NE","22","2012","2018","7","$39,582,000","$5,654,571","4.69%","$12,500,000","","$15,950,000","$9,990,000","$13,740,000"
"D'Qwell Jackson","ILB","CLE                  CLE","28","2012","2016","5","$38,500,000","$7,700,000","6.38%","$7,000,000","","$14,000,000","$16,800,000","$24,833,333"
"Eric Wright","CB","TB                  TB","26","2012","2013","5","$37,500,000","$7,500,000","6.22%","","","$7,250,000","$7,544,117","$7,544,117"
"Jonathan Stewart","RB","CAR                  CAR","24","2012","2017","5","$36,500,000","$7,300,000","6.05%","$9,000,000","$11,500,000","$23,000,000","$13,026,250","$21,401,250"
"Marques Colston","WR","NO                  NO","28","2012","2016","5","$36,300,000","$7,260,000","6.02%","$10,000,000","","$17,700,000","$15,900,000","$21,500,000"
"Stevie Johnson","WR","BUF                  BUF","25","2012","2016","5","$36,250,000","$7,250,000","6.01%","$8,500,000","","$11,000,000","$18,425,000","$22,350,000"
"Ben Grubbs","G","NO                  NO","27","2012","2016","5","$36,000,000","$7,200,000","5.97%","$10,000,000","","$15,900,000","$16,000,000","$22,100,000"
"Robert Mathis","OLB","IND                  IND","30","2012","2016","4","$36,000,000","$9,000,000","7.46%","$15,000,000","$17,000,000","$17,000,000","$24,000,000","$28,294,117"
"Red Bryant","DE","SEA                  SEA","27","2012","2016","5","$35,100,000","$7,020,000","5.82%","$5,000,000","","$14,900,000","$14,600,000","$22,100,000"
"Ray Rice","RB","BAL                  BAL","24","2012","2016","5","$35,000,000","$7,000,000","5.80%","$15,000,000","","$15,000,000","$24,941,176","$28,470,588"
"Michael Griffin","FS","TEN                  TEN","26","2012","2016","5","$35,000,000","$7,000,000","5.80%","$9,000,000","","$11,500,000","$15,794,118","$21,994,118"
"Kamerion Wimbley","OLB","TEN                  TEN","28","2012","2016","5","$35,000,000","$7,000,000","5.80%","$9,000,000","","$13,500,000","$15,500,000","$21,500,000"
"Dunta Robinson","CB","ATL                  ATL","29","2012","2015","4","$34,500,000","$8,625,000","7.15%","","","","$13,000,000","$23,000,000"
"Demetress Bell","RT","PHI                  PHI","27","2012","2016","5","$34,500,000","$6,900,000","5.72%","","$2,115,000","$2,115,000","$12,850,000","$18,950,000"
"Cameron Wake","DE","MIA                  MIA","29","2012","2016","5","$33,200,000","$6,640,000","5.51%","$7,000,000","","$17,000,000","$11,280,000","$17,165,000"
"Laurent Robinson","WR","JAX                  JAX","26","2012","2016","5","$32,500,000","$6,500,000","5.39%","$8,000,000","","$13,600,000","$13,800,000","$19,500,000"
"Daryl Washington","ILB","ARI                  ARI","25","2012","2019","4","$32,000,000","$8,000,000","6.63%","$2,500,000","$5,000,000","$5,000,000","$6,535,294","$14,035,294"
"Matt Forte","RB","CHI                  CHI","26","2012","2015","4","$30,400,000","$7,600,000","6.30%","$4,000,000","$9,800,000","$17,100,000","$16,068,750","$22,984,781"
"Levi Brown","LT","ARI                  ARI","27","2012","2016","5","$30,000,000","$6,000,000","4.98%","$7,000,000","","$8,000,000","$12,300,588","$12,550,588"
"Marshawn Lynch","RB","SEA                  SEA","25","2012","2015","4","$30,000,000","$7,500,000","6.22%","$6,000,000","","$17,000,000","$17,000,000","$23,500,000"
"Steve Smith","WR","CAR                  CAR","32","2012","2016","4","$30,000,000","$7,500,000","6.22%","$10,000,000","","$14,750,000","$14,750,000","$21,750,000"
"Carlos Rogers","CB","SF                  SF","30","2012","2015","4","$29,300,000","$7,325,000","6.07%","$5,000,000","","$10,650,000","$9,678,125","$15,928,125"
"Alex Smith","QB","SF                  SF","27","2012","2014","3","$27,775,000","$9,258,333","7.68%","","$9,000,000","$9,000,000","$19,000,000","$27,750,000"
"Curtis Lofton","ILB","NO                  NO","25","2012","2017","5","$27,500,000","$5,500,000","4.56%","$5,000,000","","$7,800,000","$11,800,000","$16,000,000"
"Tyvon Branch","SS","OAK                  OAK","25","2012","2017","4","$26,600,000","$6,650,000","5.51%","$5,600,000","","$10,100,000","$16,100,000","$20,100,000"
"Robert Meachem","WR","SD                  SD","27","2012","2015","4","$25,900,000","$6,475,000","5.37%","$7,500,000","","$14,000,000","$14,000,000","$19,000,000"
"Stephen Tulloch","ILB","DET                  DET","26","2012","2016","5","$25,500,000","$5,100,000","4.23%","$6,250,000","$11,250,000","$11,250,000","$11,000,000","$14,753,820"
"Evan Mathis","G","PHI                  PHI","30","2012","2016","5","$25,500,000","$5,100,000","4.23%","$5,000,000","","$6,000,000","$4,500,000","$9,650,000"
"Brodrick Bunkley","DT","NO                  NO","28","2012","2016","5","$25,000,000","$5,000,000","4.15%","$4,500,000","","$9,900,000","$9,000,000","$10,650,000"
"Chris Myers","C","HOU                  HOU","30","2012","2015","4","$25,000,000","$6,250,000","5.18%","$8,000,000","","$14,000,000","$14,000,000","$19,000,000"
"John Carlson","TE","MIN                  MIN","27","2012","2016","5","$25,000,000","$5,000,000","4.15%","$5,000,000","","$9,100,000","$9,550,000","$13,450,000"
"Jared Gaither","T","SD                  SD","25","2012","2015","4","$24,500,000","$6,125,000","5.08%","$8,000,000","","$13,500,000","$13,500,000","$18,500,000"
"John Sullivan","C","MIN                  MIN","26","2012","2016","5","$24,500,000","$4,900,000","4.06%","$5,000,000","$10,000,000","$10,000,000","$8,600,000","$11,850,000"
"Scott Wells","C","STL                  STL","30","2012","2015","4","$24,000,000","$6,000,000","4.98%","$4,000,000","","$13,000,000","$12,000,000","$17,500,000"
"Andrew Luck","QB","IND                  IND","22","2012","2016","4","$22,107,998","$5,527,000","4.58%","$14,518,544","$22,107,998","$22,107,998","$16,303,453","$18,703,271"
"Eric Winston","RT","KC                  KC","28","2012","2015","4","$22,000,000","$5,500,000","4.56%","$4,000,000","","$4,000,000","$10,400,000","$15,800,000"
"Kendall Langford","DE","STL                  STL","25","2012","2015","4","$22,000,000","$5,500,000","4.56%","$4,000,000","","$6,000,000","$11,000,000","$16,000,000"
"Chris Clemons","DE","SEA                  SEA","30","2012","2014","3","$22,000,000","$7,333,333","6.08%","$6,500,000","","$10,000,000","$14,500,000","$22,000,000"
"Tyson Jackson","DE","KC                  KC","25","2012","2013","2","$21,970,000","$10,985,000","9.11%","","","$4,000,000","$8,950,000","$8,950,000"
"Thomas Morstead","P","NO                  NO","25","2012","2018","6","$21,885,000","$3,647,500","3.02%","$3,500,000","$6,925,000","$6,925,000","$7,025,000","$9,310,000"
"Robert Griffin III","QB","WAS                  WAS","21","2012","2016","4","$21,119,098","$5,279,775","4.38%","$13,799,344","$21,119,098","$21,119,098","$15,539,303","$17,849,221"
"Jabari Greer","CB","NO                  NO","29","2012","2015","4","$21,100,000","$5,275,000","4.37%","$5,300,000","","$11,300,000","$11,950,000","$16,450,000"
"Mark Anderson","DE","BUF                  BUF","28","2012","2015","4","$21,000,000","$5,250,000","4.35%","$6,000,000","","$7,900,000","$10,500,000","$14,500,000"
"T.J. Lang","G","GB                  GB","24","2012","2016","4","$20,800,000","$5,200,000","4.31%","$5,500,000","$5,500,000","$5,500,000","$8,760,000","$12,788,673"
"Frostee Rucker","DE","CLE                  CLE","28","2012","2016","5","$20,500,000","$4,100,000","3.40%","$5,000,000","","$8,000,000","$8,500,000","$8,500,000"
"Trent Richardson","RB","CLE                  CLE","21","2012","2015","4","$20,489,796","$5,122,449","4.25%","$13,341,000","","$20,489,796","$15,052,354","$17,305,062"
"Andy Lee","P","SF                  SF","29","2012","2018","6","$20,400,000","$3,400,000","2.82%","$2,500,000","$3,600,000","$7,150,000","$7,200,000","$9,100,000"
"Mike Brisiel","G","OAK                  OAK","28","2012","2016","5","$20,000,000","$4,000,000","3.32%","$2,800,000","","$2,800,000","$8,150,000","$12,150,000"
"Jeremy Mincey","DE","JAX                  JAX","28","2012","2015","4","$20,000,000","$5,000,000","4.15%","$8,000,000","","$9,000,000","$10,525,000","$10,525,000"
"Adam Carriker","DE","WAS                  WAS","27","2012","2015","4","$20,000,000","$5,000,000","4.15%","$3,000,000","","$5,700,000","$5,831,250","$8,131,250"
"Matt Kalil","LT","MIN                  MIN","22","2012","2016","4","$19,770,598","$4,942,650","4.10%","$12,818,620","$19,770,598","$19,770,598","$14,497,283","$16,684,609"
"Matt Flynn","QB","SEA                  SEA","26","2012","2014","3","$19,500,000","$6,500,000","5.39%","$6,000,000","","$10,000,000","$14,500,000","$14,500,000"
"David Hawthorne","ILB","NO                  NO","26","2012","2016","5","$19,000,000","$3,800,000","3.15%","$3,800,000","","$7,500,000","$8,500,000","$10,500,000"
"Jarret Johnson","OLB","SD                  SD","30","2012","2015","4","$19,000,000","$4,750,000","3.94%","$6,000,000","","$7,000,000","$10,000,000","$13,000,000"
"Nate Livings","G","DAL                  DAL","29","2012","2016","5","$18,750,000","$3,750,000","3.11%","$3,500,000","","$6,200,000","$6,200,000","$9,600,000"
"Justin Blackmon","WR","JAX                  JAX","21","2012","2015","4","$18,512,010","$4,628,003","3.84%","$11,903,272","$18,512,010","$18,512,010","$9,607,199","$9,607,199"
"Mike Scifres","P","SD                  SD","31","2012","2016","5","$18,125,000","$3,625,000","3.01%","$925,000","","$4,750,000","$5,905,000","$8,905,000"
"Reggie Nelson","FS","CIN                  CIN","28","2012","2015","4","$18,000,000","$4,500,000","3.73%","$2,500,000","","$5,000,000","$10,000,000","$13,850,000"
"Todd Herremans","G","PHI                  PHI","29","2012","2016","3","$18,000,000","$6,000,000","4.98%","$6,000,000","","$8,600,000","$11,600,000","$14,600,000"
"Stanford Routt","CB","KC                  KC","28","2012","2014","3","$18,000,000","$6,000,000","4.98%","","","","$10,387,500","$17,887,490"
"Mathias Kiwanuka","DE","NYG                  NYG","28","2012","2015","3","$17,750,000","$5,916,667","4.91%","$8,500,000","","$10,950,000","$12,500,000","$14,875,000"
"John Abraham","OLB","ATL                  ATL","33","2012","2014","3","$17,718,000","$5,906,000","4.90%","$2,250,000","","$2,250,000","$10,156,000","$13,406,000"
"Lance Briggs","OLB","CHI                  CHI","31","2012","2014","3","$17,500,000","$5,833,333","4.84%","$3,000,000","","$8,250,000","$11,750,000","$17,260,083"
"Adam Snyder","G","ARI                  ARI","29","2012","2016","5","$17,500,000","$3,500,000","2.90%","$5,000,000","","$5,000,000","$9,000,000","$11,750,000"
"Thomas DeCoud","S","ATL                  ATL","25","2012","2016","5","$17,500,000","$3,500,000","2.90%","$3,000,000","","$4,000,000","$6,300,000","$10,500,000"
"Reggie Wayne","WR","IND                  IND","33","2012","2014","3","$17,500,000","$5,833,333","4.84%","$6,500,000","","$7,500,000","$14,500,000","$18,500,000"
"Terrell Thomas","CB","NYG                  NYG","26","2012","2015","4","$17,400,000","$4,350,000","3.61%","$1,000,000","","$1,000,000","$2,750,000","$6,550,000"
"Steve Hutchinson","G","TEN                  TEN","34","2012","2014","3","$16,750,000","$5,583,333","4.63%","$4,500,000","","$6,000,000","$11,750,000","$16,750,000"
"Adrian Wilson","S","ARI                  ARI","32","2012","2015","4","$16,500,000","$4,125,000","3.42%","$1,500,000","","$3,000,000","$7,000,000","$10,750,000"
"Aaron Curry","OLB","OAK                  OAK","25","2012","2016","5","$16,500,000","$3,300,000","2.74%","$1,885,000","","$2,500,000","$5,500,000","$5,500,000"
"Jeremy Zuttah","C","TB                  TB","25","2012","2015","4","$16,500,000","$4,125,000","3.42%","","","$7,500,000","$8,250,000","$12,750,000"
"Morris Claiborne","CB","DAL                  DAL","21","2012","2015","4","$16,264,502","$4,066,126","3.37%","$10,268,728","","$16,264,502","$11,788,024","$13,656,615"
"Dimitri Patterson","CB","CLE                  CLE","28","2012","2014","3","$16,050,000","$5,350,000","4.44%","$3,000,000","","$5,950,000","$10,650,000","$16,050,000"
"Richard Marshall","CB","MIA                  MIA","27","2012","2014","3","$16,000,000","$5,333,333","4.42%","$3,500,000","","$6,000,000","$9,712,500","$15,062,500"
"Sione Pouha","DL","NYJ                  NYJ","32","2012","2014","3","$15,000,000","$5,000,000","4.15%","$3,500,000","","$9,500,000","$9,500,000","$14,100,000"
"Asante Samuel","CB","ATL                  ATL","30","2012","2014","3","$14,700,000","$4,900,000","4.06%","","","$2,250,000","$9,387,500","$14,637,500"
"Mark Barron","ILB","TB                  TB","22","2012","2015","4","$14,465,000","$3,616,250","3.00%","$8,961,092","","$14,465,000","$10,398,092","$11,300,738"
"Jason Smith","LT","NYJ                  NYJ","25","2012","2013","2","$14,450,000","$7,225,000","5.99%","","","$4,000,000","$14,450,000","$14,450,000"
"Craig Stevens","TE","TEN                  TEN","27","2012","2015","4","$14,400,000","$3,600,000","2.99%","$4,000,000","","$4,000,000","$7,500,000","$9,193,750"
"Michael Bush","RB","CHI                  CHI","27","2012","2015","4","$14,000,000","$3,500,000","2.90%","$4,000,000","","$6,000,000","$6,450,000","$9,250,000"
"Jermichael Finley","TE","GB                  GB","24","2012","2013","2","$14,000,000","$7,000,000","5.80%","$1,000,000","","$5,450,000","$11,000,000","$11,000,000"
"Josh Scobee","K","JAX                  JAX","29","2012","2015","4","$13,800,000","$3,450,000","2.86%","$3,750,000","$3,750,000","$3,750,000","$7,100,000","$10,350,000"
"Dwight Lowery","FS","JAX                  JAX","25","2012","2015","4","$13,600,000","$3,400,000","2.82%","$3,000,000","","$4,000,000","$7,125,000","$10,250,000"
"Eddie Royal","WR","SD                  SD","25","2012","2014","3","$13,500,000","$4,500,000","3.73%","$4,500,000","","$6,000,000","$9,000,000","$12,500,000"
"Brandon Fields","P","MIA                  MIA","27","2012","2016","4","$13,300,116","$3,325,029","2.76%","$2,600,000","$3,300,000","$3,300,000","$4,560,000","$7,751,116"
"Nick Hardwick","C","SD                  SD","30","2012","2014","3","$13,250,000","$4,416,667","3.66%","$5,250,000","","$6,500,000","$9,100,000","$13,500,000"
"Connor Barth","K","TB                  TB","25","2012","2015","4","$13,200,000","$3,300,000","2.74%","","","$4,000,000","$4,950,000","$6,950,000"
"Matt Prater","K","DEN                  DEN","27","2012","2015","4","$13,000,000","$3,250,000","2.69%","$3,000,000","","$4,250,000","$6,500,000","$8,794,118"
"Ryan Tannehill","QB","MIA                  MIA","23","2012","2016","4","$12,668,843","$3,167,211","2.63%","$7,653,456","","$12,668,512","$9,009,297","$10,550,979"
"Luke Kuechly","LB","CAR                  CAR","20","2012","2016","4","$12,578,602","$3,144,651","2.61%","$7,588,072","","$12,578,602","$8,945,427","$10,484,537"
"Steve Weatherford","P","NYG                  NYG","29","2012","2016","5","$12,500,000","$2,500,000","2.07%","$3,250,000","","$4,025,000","$5,900,000","$7,000,000"
"Harry Douglas","WR","ATL                  ATL","26","2012","2015","4","$12,500,000","$3,125,000","2.59%","$2,250,000","","$3,000,000","$6,250,000","$9,000,000"
"Stephon Gilmore","CB","BUF                  BUF","21","2012","2016","4","$12,084,150","$3,021,038","2.51%","$7,228,480","$12,084,150","$12,084,150","$8,557,760","$10,046,319"
"Joe Mays","ILB","DEN                  DEN","26","2012","2014","3","$12,000,000","$4,000,000","3.32%","$500,000","","$4,500,000","$7,794,117","$12,294,117"
"Brandon Lloyd","WR","NE                  NE","30","2012","2014","3","$12,000,000","$4,000,000","3.32%","$3,000,000","","$3,900,000","$9,000,000","$12,000,000"
"Paul Soliai","DT","MIA                  MIA","28","2012","2013","2","$12,000,000","$6,000,000","4.98%","$3,250,000","","$3,250,000","$11,500,000","$11,500,000"
"Will Montgomery","C","WAS                  WAS","28","2012","2015","4","$12,000,000","$3,000,000","2.49%","$2,750,000","","$3,450,000","$6,000,000","$8,625,000"
"Malcom Floyd","WR","SD                  SD","30","2012","2015","3","$11,550,000","$3,850,000","3.19%","$1,000,000","","$5,250,000","$7,250,000","$10,000,000"
"Mackenzy Bernadeau","C","DAL                  DAL","25","2012","2015","4","$11,500,000","$2,875,000","2.38%","$3,250,000","","$3,250,000","$6,500,000","$8,100,000"
"Josh Morgan","WR","WAS                  WAS","26","2012","2013","2","$11,500,000","$5,750,000","4.77%","$5,500,000","","$7,300,000","$11,500,000","$20,500,000"
"Dontari Poe","DT","KC                  KC","21","2012","2016","4","$11,320,006","$2,830,002","2.35%","$6,672,730","$11,320,006","$11,320,006","$7,967,276","$9,386,368"
"Rian Lindell","K","BUF                  BUF","34","2012","2015","4","$11,000,000","$2,750,000","2.28%","$3,600,000","","$3,600,000","$6,700,000","$8,800,000"
"Samson Satele","C","IND                  IND","27","2012","2014","3","$10,800,000","$3,600,000","2.99%","$3,200,000","","$3,900,000","",""
"London Fletcher","ILB","WAS                  WAS","36","2012","2013","2","$10,750,000","$5,375,000","4.46%","$3,500,000","","$5,250,000","$10,750,000","$16,250,000"
"Calais Campbell","DL","ARI                  ARI","25","2012","2012","1","$10,605,000","$10,605,000","8.79%","","","","$10,605,000","$10,605,000"
"Cliff Avril","DE","DET                  DET","25","2012","2012","1","$10,605,000","$10,605,000","8.79%","","","","$10,605,000","$10,605,000"
"Jameel McClain","ILB","BAL                  BAL","26","2012","2014","2","$10,500,000","$5,250,000","4.35%","$3,600,000","","$3,600,000","$5,800,000","$9,000,000"
"Cory Redding","DE","IND                  IND","31","2012","2014","3","$10,500,000","$3,500,000","2.90%","$2,675,000","","$2,675,000","$7,000,000","$10,500,000"
"Kyle Orton","QB","DAL                  DAL","29","2012","2014","3","$10,500,000","$3,500,000","2.90%","$5,000,000","","$5,000,000","$7,250,000","$10,500,000"
"Brent Grimes","CB","ATL                  ATL","28","2012","2012","1","$10,281,000","$10,281,000","8.52%","","","","$10,281,000","$10,281,000"
"Bernard Pollard","S","BAL                  BAL","27","2012","2015","4","$10,250,000","$2,562,500","2.12%","$3,000,000","","$3,000,000","$6,700,000","$9,500,000"
"Fletcher Cox","DT","PHI                  PHI","21","2012","2016","4","$10,241,198","$2,560,300","2.12%","$5,888,144","$10,241,198","$10,241,198","$7,133,653","$8,454,653"
"Mike Thomas","WR","DET                  DET","24","2012","2015","4","$10,210,000","$2,552,500","2.12%","","","$1,000,000","$50,000","$100,000"
"Mike Tolbert","FB","CAR                  CAR","26","2012","2015","4","$10,000,000","$2,500,000","2.07%","$2,000,000","","$4,200,000","$5,250,000","$7,600,000"
"Michael Floyd","WR","ARI                  ARI","22","2012","2016","4","$9,971,500","$2,492,875","2.07%","$5,692,000","$9,971,500","$9,971,500","$6,925,250","$8,221,750"
"Jonathan Fanene","DE","NE                  NE","29","2012","2014","3","$9,850,000","$3,283,333","2.72%","$3,850,000","","$3,850,000","$4,850,000","$4,850,000"
"Travelle Wharton","G","CIN                  CIN","30","2012","2014","3","$9,775,000","$3,258,333","2.70%","$1,500,000","","$2,500,000","$6,900,000","$9,575,000"
"Aaron Ross","CB","JAX                  JAX","29","2012","2014","3","$9,750,000","$3,250,000","2.69%","$1,000,000","","$1,250,000","$5,900,000","$9,600,000"
"Dan Connolly","G","NE                  NE","29","2012","2014","3","$9,750,000","$3,250,000","2.69%","$3,250,000","","$4,500,000","$6,750,000","$9,750,000"
"Michael Brockers","DT","STL                  STL","21","2012","2016","4","$9,522,000","$2,380,500","1.97%","$5,365,088","$9,522,000","$9,522,000","$6,577,906","$7,833,542"
"Wes Welker","WR","NE                  NE","30","2012","2012","1","$9,515,000","$9,515,000","7.89%","","","","$9,515,000","$9,515,000"
"Dwayne Bowe","WR","KC                  KC","27","2012","2012","1","$9,515,000","$9,515,000","7.89%","","","","$9,515,000","$9,515,000"
"DeSean Jackson","WR","PHI                  PHI","25","2012","2012","1","$9,400,000","$9,400,000","7.79%","","","","",""
"Bruce Irvin","DE","SEA                  SEA","24","2012","2015","4","$9,342,200","$2,335,550","1.94%","$4,926,428","","$9,342,200","$5,939,374","$7,178,664"
"Jonathan Vilma","ILB","NO                  NO","29","2012","2013","2","$9,300,000","$4,650,000","3.86%","$1,000,000","","$1,000,000","$1,700,000","$1,700,000"
"Kroy Biermann","OLB","ATL                  ATL","26","2012","2014","3","$9,150,000","$3,050,000","2.53%","$3,100,000","","$3,100,000","$6,600,000","$9,650,000"
"BenJarvus Green-Ellis","RB","CIN                  CIN","26","2012","2014","3","$9,000,000","$3,000,000","2.49%","$1,500,000","","$3,800,000","$6,750,000","$9,250,000"
"Kevin Boss","TE","KC                  KC","27","2012","2014","3","$9,000,000","$3,000,000","2.49%","$1,750,000","","$3,200,000","$5,031,250","$7,781,250"
"Letroy Guion","DE","MIN                  MIN","24","2012","2014","3","$9,000,000","$3,000,000","2.49%","$900,000","","$2,450,000","$4,400,000","$8,400,000"
"Anthony Spencer","OLB","DAL                  DAL","27","2012","2012","1","$8,856,000","$8,856,000","7.34%","","","","$8,856,000","$8,856,000"
"Barry Church","SS","DAL                  DAL","23","2012","2016","4","$8,827,000","$2,206,750","1.83%","$2,500,000","$3,327,000","$3,327,000","$3,863,000","$5,363,000"
"Quinton Coples","OLB","NYJ                  NYJ","21","2012","2016","4","$8,802,794","$2,200,699","1.82%","$4,842,032","","$8,802,794","$6,022,159","$7,212,413"
"Fred Jackson","RB","BUF                  BUF","30","2012","2014","2","$8,700,000","$4,350,000","3.61%","$3,000,000","","$3,000,000","$8,105,000","$10,955,000"
"Dre Kirkpatrick","CB","CIN                  CIN","22","2012","2016","4","$8,622,796","$2,155,699","1.79%","$4,711,272","$7,840,095","$7,840,095","$5,883,226","$7,057,134"
"Matt Birk","C","BAL                  BAL","35","2012","2014","3","$8,525,000","$2,841,667","2.36%","$2,100,000","","$2,100,000","$5,775,000","$8,525,000"
"Joel Dreessen","TE","DEN                  DEN","29","2012","2014","3","$8,500,000","$2,833,333","2.35%","$2,000,000","","$3,000,000","$6,000,000","$8,500,000"
"Melvin Ingram","OLB","SD                  SD","22","2012","2016","4","$8,398,236","$2,099,559","1.74%","$4,547,808","$7,648,236","$7,648,236","$5,709,546","$6,863,022"
"Shea McClellin","OLB","CHI                  CHI","22","2012","2015","4","$8,263,398","$2,065,850","1.71%","$4,449,744","","$7,522,171","$5,605,353","$6,775,930"
"LeRon McClain","FB","SD                  SD","27","2012","2014","3","$8,250,000","$2,750,000","2.28%","$2,500,000","","$3,000,000","",""
"Kendall Wright","WR","TEN                  TEN","22","2012","2016","4","$8,218,452","$2,054,613","1.70%","$4,417,056","$7,591,754","$7,591,754","$5,570,622","$6,707,754"
"Jason Allen","CB","CIN                  CIN","28","2012","2013","2","$8,200,000","$4,100,000","3.40%","$1,000,000","","$2,700,000","$7,325,000","$7,325,000"
"Chandler Jones","DE","NE                  NE","21","2012","2016","4","$8,172,552","$2,043,138","1.69%","$4,384,364","$7,421,215","$7,421,215","$5,535,886","$6,668,931"
"Jacob Tamme","TE","DEN                  DEN","26","2012","2014","3","$8,125,000","$2,708,333","2.25%","$1,500,000","$3,500,000","$3,500,000","$5,125,000","$6,825,000"
"Brandon Weeden","QB","CLE                  CLE","28","2012","2015","4","$8,081,436","$2,020,359","1.68%","$4,318,000","","$7,511,288","$5,465,436","$6,590,308"
"Riley Reiff","T","DET                  DET","23","2012","2016","4","$7,993,700","$1,998,425","1.66%","$4,250,000","$6,513,500","$6,513,500","$5,393,350","$6,569,172"
"David DeCastro","G","PIT                  PIT","21","2012","2016","4","$7,813,898","$1,953,475","1.62%","$4,122,836","$6,358,356","$6,358,356","$5,258,013","$6,358,367"
"Jeff Saturday","C","GB                  GB","36","2012","2013","2","$7,750,000","$3,875,000","3.21%","","","","",""
