"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Deebo Samuel","WR","SF                  SF","25","2022","2025","3","$71,550,000","$23,850,000","11.46%","$24,035,000","$41,000,000","$58,100,000","$36,328,521","$58,050,521"
"Wan'dale Robinson","WR","TEN                  TEN","25","2026","2029","4","$70,000,000","$17,500,000","5.81%","$12,000,000","$38,000,000","$38,000,000","$38,000,000","$53,000,000"
"Michael Pittman Jr.","WR","IND                  IND","26","2024","2026","3","$70,000,000","$23,333,333","9.14%","$15,000,000","$41,000,000","$46,000,000","$46,008,820","$70,008,820"
"Tyler Lockett","WR","SEA                  SEA","28","2021","2025","4","$69,000,000","$17,250,000","9.45%","$19,000,000","$37,000,000","$37,000,000","$37,000,000","$46,700,000"
"Terry McLaurin","WR","WAS                  WAS","26","2022","2025","3","$68,364,000","$22,788,000","10.95%","$28,000,000","$34,654,000","$53,154,000","$34,904,000","$53,404,000"
"Romeo Doubs","WR","NE                  NE","25","2026","2029","4","$68,000,000","$17,000,000","5.64%","$15,000,000","$35,000,000","$39,000,000","$35,000,000","$51,000,000"
"Chris Godwin","WR","TB                  TB","29","2025","2027","3","$66,000,000","$22,000,000","7.88%","","$44,000,000","$44,000,000","$44,006,300","$66,006,300"
"Robert Woods","WR","LAR                  LAR","27","2020","2025","4","$65,000,000","$16,250,000","8.20%","","$18,500,000","$32,000,000","$20,567,266","$30,567,265"
"Stefon Diggs","WR","NE                  NE","31","2025","2027","3","$63,500,000","$21,166,667","7.58%","$12,000,000","$16,600,000","$22,600,000","$42,301,260","$64,801,260"
"D.J. Moore","WR","CAR                  CAR","24","2022","2025","3","$61,884,000","$20,628,000","9.91%","$19,500,000","$41,610,000","$41,610,000","$40,900,000","$56,950,000"
"Courtland Sutton","WR","DEN                  DEN","25","2021","2025","4","$60,800,000","$15,200,000","8.33%","$6,000,000","$18,000,000","$34,900,000","$20,183,000","$34,653,576"
"Jakobi Meyers","WR","JAX                  JAX","29","2025","2028","3","$60,000,000","$20,000,000","7.16%","$7,000,000","$30,000,000","$40,000,000","$27,430,000","$45,385,000"
"Chris Godwin","WR","TB                  TB","25","2022","2024","3","$60,000,000","$20,000,000","9.61%","$18,750,000","$40,000,000","$40,000,000","$40,000,000","$60,000,000"
"Mike Williams","WR","LAC                  LAC","27","2022","2024","3","$60,000,000","$20,000,000","9.61%","$21,000,000","$40,000,000","$40,000,000","$40,000,000","$60,000,000"
"Michael Gallup","WR","DAL                  DAL","26","2022","2026","5","$57,500,000","$11,500,000","5.52%","$10,000,000","$23,000,000","$27,000,000","$24,173,522","$24,173,522"
"DeAndre Hopkins","WR","ARI                  ARI","27","2020","2024","2","$54,500,000","$27,250,000","13.75%","$27,500,000","$42,750,000","$60,050,000","$40,978,881","$54,878,881"
"Khalil Shakir","WR","BUF                  BUF","25","2025","2029","4","$53,058,000","$13,264,500","4.75%","$7,000,000","$18,100,000","$29,952,000","$20,780,506","$31,480,506"
"Jerry Jeudy","WR","CLE                  CLE","24","2024","2027","3","$52,500,000","$17,500,000","6.85%","$6,013,000","$41,000,000","$41,000,000","$35,241,844","$48,728,844"
"Rashid Shaheed","WR","SEA                  SEA","27","2026","2028","3","$51,000,000","$17,000,000","5.64%","$20,000,000","$23,000,000","$34,735,000","$35,500,000","$51,000,000"
"Cooper Kupp","WR","LAR                  LAR","26","2020","2023","3","$47,250,000","$15,750,000","7.95%","$6,000,000","$20,633,000","$35,100,000","$20,777,571","$35,652,571"
"Travis Hunter","WR","JAX                  JAX","22","2025","2028","4","$46,649,126","$11,662,282","4.18%","$30,566,636","$46,649,126","$46,649,126","$34,371,556","$39,452,386"
"Allen Robinson","WR","LAR                  LAR","28","2022","2024","3","$46,500,000","$15,500,000","7.44%","$14,000,000","$30,750,000","$30,750,000","$20,500,000","$30,500,000"
"Cooper Kupp","WR","SEA                  SEA","31","2025","2027","3","$45,000,000","$15,000,000","5.37%","$12,000,000","$17,500,000","$17,500,000","$30,978,820","$44,978,820"
"Davante Adams","WR","LAR                  LAR","32","2025","2026","2","$44,000,000","$22,000,000","7.88%","$12,000,000","$26,000,000","$26,000,000","$44,006,930","$44,006,930"
"Mike Evans","WR","SF                  SF","32","2026","2028","3","$42,400,000","$14,133,333","4.69%","$12,000,000","$14,300,000","$16,300,000","$28,850,000","$42,500,000"
"Mike Evans","WR","TB                  TB","30","2024","2025","2","$41,000,000","$20,500,000","8.03%","","$29,000,000","$35,000,000","$44,666,668","$44,666,668"
"Brandin Cooks","WR","HOU                  HOU","28","2022","2024","2","$39,764,000","$19,882,000","9.55%","$16,000,000","$36,000,000","$36,000,000","$30,352,932","$38,352,932"
"Darnell Mooney","WR","ATL                  ATL","26","2024","2026","3","$39,000,000","$13,000,000","5.09%","$15,000,000","$26,000,000","$26,000,000","$27,111,276","$39,091,276"
"Gabriel Davis","WR","JAX                  JAX","24","2024","2026","3","$39,000,000","$13,000,000","5.09%","$11,000,000","$24,000,000","$24,000,000","$24,794,117","$37,794,117"
"Corey Davis","WR","NYJ                  NYJ","25","2021","2023","3","$37,500,000","$12,500,000","6.85%","$2,000,000","$27,000,000","$27,000,000","$27,000,000","$37,500,000"
"Rashod Bateman","WR","BAL                  BAL","25","2025","2029","3","$36,750,000","$12,250,000","4.39%","$8,000,000","$16,500,000","$20,000,000","$16,382,353","$24,632,353"
"Diontae Johnson","WR","PIT                  PIT","25","2022","2024","2","$36,710,000","$18,355,000","8.82%","$17,500,000","$19,000,000","$27,000,000","$29,501,180","$29,626,180"
"Darius Slayton","WR","NYG                  NYG","28","2025","2027","3","$36,000,000","$12,000,000","4.30%","$9,000,000","$22,000,005","$22,000,005","$25,911,775","$35,911,765"
"Marvin Harrison Jr.","WR","ARI                  ARI","21","2024","2028","4","$35,374,742","$8,843,686","3.46%","$22,547,084","$35,374,742","$35,374,742","$25,891,613","$29,902,499"
"Jalen Nailor","WR","LV                  LV","27","2026","2028","3","$35,030,000","$11,676,667","3.88%","$6,000,000","$18,000,000","$23,000,000","$24,020,000","$35,030,000"
"Michael Pittman Jr.","WR","PIT                  PIT","28","2026","2029","2","$35,000,000","$17,500,000","5.81%","$22,700,000","$24,000,000","$24,000,000","$42,500,000","$59,000,000"
"Curtis Samuel","WR","WAS                  WAS","24","2021","2023","3","$34,500,000","$11,500,000","6.30%","$12,000,000","$21,500,000","$23,000,000","$23,600,000","$34,176,464"
"Tim Patrick","WR","DEN                  DEN","27","2021","2024","3","$34,000,000","$11,333,333","6.21%","$3,000,000","$11,500,000","$18,500,000","$14,883,998","$22,883,998"
"Jakobi Meyers","WR","LV                  LV","26","2023","2025","3","$33,000,000","$11,000,000","4.89%","$5,500,000","$10,500,000","$21,000,000","$21,955,868","$27,324,986"
"Hunter Renfrow","WR","LV                  LV","26","2022","2024","2","$32,329,000","$16,164,500","7.76%","$9,180,000","$14,500,000","$21,000,000","$22,062,000","$33,944,000"
"Ja'Marr Chase","WR","CIN                  CIN","20","2021","2025","4","$30,819,641","$7,704,910","4.22%","$19,774,284","$30,819,641","$30,819,641","$22,495,177","$25,956,963"
"Marquez Valdes-Scantling","WR","KC                  KC","27","2022","2024","3","$30,000,000","$10,000,000","4.80%","$6,000,000","$8,560,000","$15,000,000","$17,980,000","$29,980,000"
"Russell Gage","WR","TB                  TB","25","2022","2024","3","$30,000,000","$10,000,000","4.80%","","$15,000,000","$20,000,000","$17,000,000","$27,000,000"
"Robbie Chosen","WR","CAR                  CAR","28","2022","2023","2","$29,500,000","$14,750,000","7.08%","$11,510,000","$20,500,000","$20,500,000","$13,190,000","$25,190,000"
"Malik Nabers","WR","NYG                  NYG","20","2024","2028","4","$29,207,750","$7,301,938","2.86%","$18,062,000","$29,207,750","$29,207,750","$20,987,815","$24,438,065"
"Josh Palmer","WR","BUF                  BUF","25","2025","2027","3","$29,000,000","$9,666,667","3.46%","$8,000,000","$15,000,000","$18,000,000","$20,900,000","$28,900,000"
"Tet McMillan","WR","CAR                  CAR","22","2025","2028","4","$27,930,390","$6,982,598","2.50%","$16,953,012","$27,930,390","$27,930,390","$19,906,117","$23,285,243"
"George Pickens","WR","DAL                  DAL","24","2026","2026","1","$27,298,000","$27,298,000","9.06%","","","","$27,298,000","$27,298,000"
"Jaylen Waddle","WR","MIA                  MIA","22","2021","2025","4","$27,085,993","$6,771,498","3.71%","$17,058,904","$27,085,993","$27,085,993","$19,610,086","$22,732,450"
"Randall Cobb","WR","HOU                  HOU","29","2020","2022","3","$27,000,000","$9,000,000","4.54%","$6,000,000","$18,000,000","$18,000,000","$15,538,079","$18,449,833"
"Tee Higgins","WR","CIN                  CIN","26","2025","2025","1","$26,179,200","$26,179,200","9.38%","","","","$26,179,200","$26,179,200"
"DeAndre Hopkins","WR","TEN                  TEN","31","2023","2024","2","$26,000,000","$13,000,000","5.78%","$9,815,000","$10,980,000","$10,980,000","$17,343,889","$17,343,889"
"JuJu Smith-Schuster","WR","NE                  NE","26","2023","2025","3","$25,500,000","$8,500,000","3.78%","$7,900,000","$16,000,000","$16,000,000","$17,647,053","$25,147,053"
"Adam Thielen","WR","CAR                  CAR","32","2023","2025","3","$25,000,000","$8,333,333","3.71%","$8,335,000","$14,000,000","$14,000,000","$18,092,697","$24,842,697"
"Zay Jones","WR","JAX                  JAX","26","2022","2024","3","$24,000,000","$8,000,000","3.84%","$5,500,000","$14,000,000","$14,000,000","$16,485,275","$24,485,275"
"Emmanuel Sanders","WR","NO                  NO","32","2020","2021","2","$24,000,000","$12,000,000","6.05%","$6,000,000","$10,000,000","$10,000,000","$16,600,000","$24,600,000"
"Curtis Samuel","WR","BUF                  BUF","27","2024","2026","3","$24,000,000","$8,000,000","3.13%","$6,900,000","$14,020,000","$15,020,000","$15,768,441","$23,768,441"
"Rome Odunze","WR","CHI                  CHI","21","2024","2028","4","$22,724,500","$5,681,125","2.22%","$13,346,908","$22,724,500","$22,724,500","$16,236,379","$19,097,243"
"Stefon Diggs","WR","HOU                  HOU","30","2024","2024","1","$22,520,000","$22,520,000","8.82%","$20,805,000","$22,015,000","$22,015,000","$29,765,000","$29,765,000"
"Cedrick Wilson","WR","MIA                  MIA","26","2022","2023","3","$22,050,000","$7,350,000","3.53%","$3,000,000","$12,750,000","$12,750,000","$12,750,000","$12,750,000"
"Nelson Agholor","WR","NE                  NE","27","2021","2022","2","$22,000,000","$11,000,000","6.03%","$10,000,000","$16,000,000","$16,000,000","$21,823,513","$21,823,513"
"Michael Pittman Jr.","WR","IND                  IND","26","2024","2024","1","$21,816,000","$21,816,000","8.54%","","","","$21,816,000","$21,816,000"
"Tee Higgins","WR","CIN                  CIN","25","2024","2024","1","$21,816,000","$21,816,000","8.54%","","$21,816,000","$21,816,000","$21,851,152","$21,851,152"
"Drake London","WR","ATL                  ATL","20","2022","2026","4","$21,534,468","$5,383,617","2.59%","$12,841,432","$21,534,469","$21,534,469","$15,386,780","$18,274,940"
"Garrett Wilson","WR","NYJ                  NYJ","21","2022","2026","4","$20,554,006","$5,138,502","2.47%","$12,128,368","$20,554,006","$20,554,006","$14,472,641","$17,046,187"
"Davante Adams","WR","GB                  GB","29","2022","2022","1","$20,145,000","$20,145,000","9.68%","","","","$20,145,000","$20,145,000"
"DeVonta Smith","WR","PHI                  PHI","22","2021","2025","4","$20,141,390","$5,035,348","2.76%","$12,008,284","$20,141,390","$20,141,390","$14,243,802","$16,734,838"
"Robbie Chosen","WR","CAR                  CAR","26","2020","2021","2","$20,000,000","$10,000,000","5.05%","$8,000,000","$12,000,000","$12,000,000","$20,057,874","$20,057,874"
"Kendrick Bourne","WR","NE                  NE","28","2024","2026","3","$19,500,000","$6,500,000","2.55%","$4,200,000","$5,500,000","$5,500,000","$13,000,000","$19,500,000"
"Chris Olave","WR","NO                  NO","21","2022","2026","4","$19,271,874","$4,817,969","2.31%","$11,195,908","$19,271,874","$19,271,874","$13,481,902","$15,938,891"
"Chris Godwin","WR","TB                  TB","25","2022","2022","1","$19,179,600","$19,179,600","9.21%","","","","$19,179,600","$19,179,600"
"Emeka Egbuka","WR","TB                  TB","22","2025","2029","4","$18,172,730","$4,543,183","1.63%","$9,856,532","$18,172,730","$18,172,730","$12,367,395","$14,859,461"
"A.J. Green","WR","CIN                  CIN","31","2020","2020","1","$18,171,000","$18,171,000","9.17%","","$18,171,000","$18,171,000","$18,196,490","$18,196,490"
"Allen Robinson","WR","CHI                  CHI","27","2021","2021","1","$17,880,000","$17,880,000","9.80%","","$17,880,000","$17,880,000","$17,980,000","$17,980,000"
"Matthew Golden","WR","GB                  GB","21","2025","2029","4","$17,575,338","$4,393,835","1.57%","$9,422,064","$17,575,338","$17,575,338","$11,904,002","$14,341,760"
"Deebo Samuel","WR","WAS                  WAS","29","2025","2025","1","$17,545,529","$17,545,529","6.28%","$15,430,529","$15,430,529","$15,430,529","$18,225,529","$18,225,529"
"Jameson Williams","WR","DET                  DET","20","2022","2026","4","$17,461,790","$4,365,448","2.10%","$9,879,484","$17,461,790","$17,461,790","$11,827,931","$14,120,366"
"Henry Ruggs","WR","LV                  LV","20","2020","2024","4","$16,671,626","$4,167,907","2.10%","$9,684,820","$16,671,626","$16,671,626","$11,779,247","$13,904,849"
"Chris Godwin","WR","TB                  TB","24","2021","2021","1","$15,983,000","$15,983,000","8.76%","","$15,983,000","$15,983,000","$15,983,000","$15,983,000"
"Robert Woods","WR","HOU                  HOU","30","2023","2024","2","$15,250,000","$7,625,000","3.39%","$6,500,000","$10,000,000","$10,000,000","$15,176,458","$15,176,458"
"Jerry Jeudy","WR","DEN                  DEN","20","2020","2024","4","$15,192,974","$3,798,244","1.92%","$8,609,436","$15,192,974","$15,192,974","$10,646,192","$12,637,371"
"Jahan Dotson","WR","WAS                  WAS","21","2022","2026","4","$15,048,358","$3,762,090","1.81%","$8,124,260","$15,048,358","$15,048,358","$10,218,276","$11,791,358"
"Jahan Dotson","WR","ATL                  ATL","25","2026","2027","2","$15,000,000","$7,500,000","2.49%","$6,000,000","$10,000,000","$10,000,000","$15,000,000","$15,000,000"
"Kendrick Bourne","WR","NE                  NE","25","2021","2023","3","$15,000,000","$5,000,000","2.74%","$4,250,000","$5,250,000","$7,250,000","$11,705,872","$16,808,808"
"Odell Beckham, Jr.","WR","BAL                  BAL","30","2023","2023","1","$15,000,000","$15,000,000","6.67%","$13,835,000","$13,835,000","$13,835,000","$17,210,000","$17,210,000"
"Brian Thomas Jr.","WR","JAX                  JAX","21","2024","2028","4","$14,659,978","$3,664,995","1.44%","$7,481,800","$14,659,978","$14,659,978","$9,748,243","$11,875,969"
"Jaxon Smith-Njigba","WR","SEA                  SEA","21","2023","2027","4","$14,417,307","$3,604,327","1.60%","$7,485,316","$14,417,307","$14,417,307","$9,640,648","$11,708,557"
"Treylon Burks","WR","TEN                  TEN","21","2022","2025","4","$14,369,592","$3,592,398","1.73%","$7,630,612","$14,369,592","$14,369,592","$9,693,775","$11,705,101"
"Jamal Agnew","WR","JAX                  JAX","25","2021","2023","3","$14,250,000","$4,750,000","2.60%","$3,500,000","$4,000,000","$4,000,000","$9,341,175","$13,985,292"
"Quentin Johnston","WR","LAC                  LAC","21","2023","2027","4","$14,188,778","$3,547,195","1.58%","$7,319,112","$14,188,778","$14,188,778","$9,464,056","$11,512,452"
"Zay Flowers","WR","BAL                  BAL","22","2023","2027","4","$14,036,434","$3,509,109","1.56%","$7,208,316","$14,036,434","$14,036,434","$9,641,895","$11,669,826"
"CeeDee Lamb","WR","DAL                  DAL","20","2020","2024","4","$14,010,012","$3,502,503","1.77%","$7,749,100","$14,010,012","$14,010,012","$9,733,346","$11,616,983"
"Xavier Worthy","WR","KC                  KC","20","2024","2028","4","$13,790,264","$3,447,566","1.35%","$6,849,284","$13,790,264","$13,790,264","$9,073,359","$11,122,019"
"Jordan Addison","WR","MIN                  MIN","21","2023","2027","4","$13,731,739","$3,432,935","1.53%","$6,986,720","$13,731,739","$13,731,739","$9,110,890","$10,850,085"
"Kadarius Toney","WR","NYG                  NYG","21","2021","2025","4","$13,719,508","$3,429,877","1.88%","$7,337,824","$13,719,508","$13,719,508","$8,782,254","$10,689,482"
"Kavontae Turpin","WR","DAL                  DAL","28","2025","2027","3","$13,500,000","$4,500,000","1.61%","$3,600,000","$5,000,000","$5,000,000","$8,950,311","$13,450,311"
"Jalen Reagor","WR","PHI                  PHI","20","2020","2023","4","$13,270,676","$3,317,669","1.67%","$7,211,400","$13,270,676","$13,270,676","$8,985,201","$10,801,626"
"Justin Jefferson","WR","MIN                  MIN","20","2020","2024","4","$13,122,805","$3,280,701","1.66%","$7,103,856","$13,122,805","$13,122,805","$9,095,717","$10,898,699"
"Brandin Cooks","WR","NO                  NO","31","2025","2026","2","$13,000,000","$6,500,000","2.33%","$4,800,000","$7,750,000","$7,750,000","$13,006,623","$13,006,623"
"Rashod Bateman","WR","BAL                  BAL","24","2024","2026","2","$12,871,898","$6,435,949","2.52%","$3,445,000","$4,500,000","$4,500,000","$8,732,133","$15,482,133"
"Rashod Bateman","WR","BAL                  BAL","21","2021","2025","4","$12,599,412","$3,149,853","1.73%","$6,523,208","$12,599,412","$12,599,412","$8,415,909","$10,221,310"
"Ricky Pearsall","WR","SF                  SF","23","2024","2028","4","$12,538,398","$3,134,600","1.23%","$5,938,836","$12,538,398","$12,538,398","$8,107,583","$10,042,437"
"Brandon Aiyuk","WR","SF                  SF","21","2020","2024","4","$12,531,342","$3,132,836","1.58%","$6,673,704","$12,531,342","$12,531,342","$8,463,310","$10,212,523"
"Marvin Jones","WR","JAX                  JAX","30","2021","2022","2","$12,500,000","$6,250,000","3.42%","$5,425,000","$9,000,000","$9,000,000","$13,479,408","$13,479,408"
"Xavier Legette","WR","CAR                  CAR","23","2024","2028","4","$12,357,176","$3,089,294","1.21%","$5,807,036","$12,357,176","$12,357,176","$8,279,483","$10,197,863"
"Braxton Berrios","WR","NYJ                  NYJ","26","2022","2023","2","$12,000,000","$6,000,000","2.88%","$5,465,000","$7,000,000","$7,000,000","$12,000,000","$12,000,000"
"Darius Slayton","WR","NYG                  NYG","26","2023","2024","2","$12,000,000","$6,000,000","2.67%","$3,500,000","$4,900,000","$4,900,000","$12,400,000","$12,400,000"
"Jauan Jennings","WR","SF                  SF","26","2024","2025","2","$11,890,000","$5,945,000","2.33%","$6,210,000","$8,435,000","$8,435,000","$21,571,300","$21,571,300"
"Jayden Higgins","WR","HOU                  HOU","22","2025","2028","4","$11,700,824","$2,925,206","1.05%","$5,149,688","$11,700,824","$11,700,824","$7,365,086","$9,268,798"
"Larry Fitzgerald","WR","ARI                  ARI","36","2020","2020","1","$11,500,000","$11,500,000","5.80%","","$11,000,000","$11,000,000","$11,725,629","$11,725,629"
"Christian Watson","WR","GB                  GB","26","2025","2026","1","$11,000,000","$11,000,000","3.94%","$6,067,078","$6,067,078","$6,067,078","$12,973,961","$12,973,961"
"Tyquan Thornton","WR","KC                  KC","25","2026","2027","2","$11,000,000","$5,500,000","1.83%","$4,000,000","$7,400,000","$7,400,000","$11,000,000","$11,000,000"
"Luther Burden III","WR","CHI                  CHI","21","2025","2028","4","$10,964,030","$2,741,008","0.98%","$4,613,840","$10,964,030","$10,964,030","$6,796,069","$8,632,799"
"DeVante Parker","WR","NE                  NE","30","2023","2025","2","$10,800,000","$5,400,000","2.40%","","$9,100,000","$14,000,000","$11,820,000","$16,820,000"
"Will Fuller","WR","MIA                  MIA","26","2021","2021","1","$10,625,011","$10,625,011","5.82%","$9,635,011","$10,000,000","$10,000,000","$9,945,000","$9,945,000"
"Kalif Raymond","WR","DET                  DET","29","2023","2025","2","$10,500,000","$5,250,000","2.34%","$3,000,000","$8,150,000","$8,150,000","$8,426,470","$12,366,470"
"Keon Coleman","WR","BUF                  BUF","20","2024","2027","4","$10,074,258","$2,518,565","0.99%","$4,146,732","$9,640,505","$9,640,505","$6,480,762","$8,191,604"
"Kendrick Bourne","WR","ARI                  ARI","30","2026","2027","2","$10,000,000","$5,000,000","1.66%","$4,500,000","$6,500,000","$7,500,000","$10,000,000","$10,000,000"
"DJ Chark","WR","DET                  DET","25","2022","2022","1","$10,000,000","$10,000,000","4.80%","$8,965,000","$10,000,000","$10,000,000","$10,000,000","$10,000,000"
"Michael Thomas","WR","NO                  NO","30","2023","2024","1","$10,000,000","$10,000,000","4.45%","$5,000,000","$10,000,000","$10,000,000","$8,460,000","$8,460,000"
"Jakeem Grant","WR","CLE                  CLE","29","2022","2023","3","$10,000,000","$3,333,333","1.60%","$2,000,000","$3,035,000","$3,035,000","$4,502,500","$4,502,500"
"Dyami Brown","WR","JAX                  JAX","25","2025","2025","1","$10,000,000","$10,000,000","3.58%","$5,000,000","$9,500,000","$9,500,000","$9,970,588","$9,970,588"
"TuTu Atwell","WR","LAR                  LAR","25","2025","2025","1","$10,000,000","$10,000,000","3.58%","$5,000,000","$10,000,000","$10,000,000","$10,009,450","$10,009,450"
"Mike Williams","WR","NYJ                  NYJ","29","2024","2024","1","$10,000,000","$10,000,000","3.92%","$3,300,000","$8,300,000","$8,300,000","$627,500","$627,500"
"Ladd McConkey","WR","LAC                  LAC","22","2024","2027","4","$9,995,186","$2,498,797","0.98%","$4,089,224","$9,185,943","$9,185,943","$6,142,371","$7,846,025"
"Ja'Lynn Polk","WR","NE                  NE","22","2024","2027","4","$9,694,744","$2,423,686","0.95%","$3,870,724","$8,214,275","$8,214,275","$5,764,098","$7,440,438"
"Deonte Harty","WR","BUF                  BUF","25","2023","2024","2","$9,500,000","$4,750,000","2.11%","$2,750,000","$4,750,000","$5,250,000","$9,970,000","$9,970,000"
"Christian Watson","WR","GB                  GB","22","2022","2025","4","$9,241,033","$2,310,258","1.11%","$3,900,752","$7,425,893","$7,425,893","$5,730,799","$7,275,893"
"Sammy Watkins","WR","KC                  KC","26","2020","2020","1","$9,000,000","$9,000,000","4.54%","$1,000,000","$8,000,000","$8,000,000","$8,893,617","$8,893,617"
"Josh Reynolds","WR","DEN                  DEN","29","2024","2025","2","$9,000,000","$4,500,000","1.76%","$2,000,000","$4,245,000","$4,245,000","$5,258,610","$5,258,610"
"Elijah Moore","WR","NYJ                  NYJ","20","2021","2024","4","$8,940,426","$2,235,107","1.22%","$3,862,128","$5,928,511","$5,928,511","$5,588,511","$7,061,277"
