"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Brandon Brooks","G","PHI                  PHI","26","2016","2020","5","$40,000,000","$8,000,000","5.15%","$11,000,000","$17,000,000","$21,000,000","$17,000,000","$25,750,000"
"Kyle Long","G","CHI                  CHI","27","2016","2021","4","$40,000,000","$10,000,000","6.44%","$7,500,000","$18,000,000","$18,000,000","$19,009,790","$26,357,948"
"Robert Alford","CB","ATL                  ATL","27","2016","2020","4","$38,000,000","$9,500,000","6.12%","$3,000,000","$12,000,000","$21,000,000","$12,868,827","$21,868,827"
"Sean Smith","CB","OAK                  OAK","28","2016","2019","4","$38,000,000","$9,500,000","6.12%","$5,000,000","$20,000,000","$20,000,000","$20,500,000","$29,000,000"
"Bruce Irvin","DE","OAK                  OAK","28","2016","2019","4","$37,000,000","$9,250,000","5.96%","","$19,000,000","$19,000,000","$19,500,000","$27,750,000"
"Derek Wolfe","DE","DEN                  DEN","25","2016","2019","4","$36,700,000","$9,175,000","5.91%","$7,500,000","$12,000,000","$17,500,000","$13,587,518","$19,481,268"
"Coby Fleener","TE","NO                  NO","27","2016","2020","5","$36,000,000","$7,200,000","4.64%","$8,000,000","$14,600,000","$18,000,000","$14,741,169","$21,141,169"
"Tashaun Gipson","FS","JAX                  JAX","25","2016","2020","5","$36,000,000","$7,200,000","4.64%","$4,000,000","$12,000,000","$12,000,000","$13,000,000","$19,250,000"
"Sam Bradford","QB","PHI                  PHI","28","2016","2017","2","$36,000,000","$18,000,000","11.59%","$11,000,000","$18,000,000","$22,000,000","$25,027,244","$25,027,244"
"Doug Martin","RB","TB                  TB","26","2016","2020","5","$35,750,000","$7,150,000","4.60%","","$15,000,000","$15,000,000","$13,529,411","$20,279,411"
"Rodney McLeod","S","PHI                  PHI","25","2016","2019","5","$35,000,000","$7,000,000","4.51%","$8,000,000","$13,000,000","$17,000,000","$13,000,000","$19,000,000"
"Malcolm Jenkins","FS","PHI                  PHI","28","2016","2020","4","$35,000,000","$8,750,000","5.64%","$7,500,000","$16,000,000","$21,000,000","$16,000,000","$24,600,000"
"David Amerson","CB","OAK                  OAK","24","2016","2020","4","$33,930,000","$8,482,500","5.46%","","$5,500,000","$17,500,000","$12,737,500","$18,737,500"
"Michael Brockers","DT","LAR                  LAR","25","2016","2019","3","$33,250,000","$11,083,333","7.14%","$3,000,000","$18,146,000","$24,396,000","$19,396,000","$29,646,000"
"Mitchell Schwartz","RT","KC                  KC","26","2016","2020","5","$33,000,000","$6,600,000","4.25%","$7,000,000","$15,000,000","$20,700,000","$13,500,000","$19,800,000"
"Emmanuel Sanders","WR","DEN                  DEN","28","2016","2019","3","$33,000,000","$11,000,000","7.08%","$10,750,000","$20,000,000","$26,900,000","$20,100,000","$28,369,752"
"Mohamed Sanu","WR","ATL                  ATL","26","2016","2020","5","$32,500,000","$6,500,000","4.19%","$7,000,000","$14,000,000","$14,000,000","$14,000,000","$20,125,000"
"J.R. Sweezy","G","TB                  TB","26","2016","2020","5","$32,500,000","$6,500,000","4.19%","","$14,500,000","$14,500,000","$14,500,000","$21,000,000"
"Marcus Cannon","RT","NE                  NE","27","2016","2022","5","$32,410,000","$6,482,000","4.17%","$7,000,000","$12,350,000","$14,500,000","$12,434,393","$16,990,643"
"Brandon Marshall","ILB","DEN                  DEN","26","2016","2020","4","$32,000,000","$8,000,000","5.15%","$10,000,000","$15,053,000","$20,000,000","$15,053,000","$20,074,887"
"Chris Ivory","RB","JAX                  JAX","27","2016","2020","5","$32,000,000","$6,400,000","4.12%","$5,000,000","$10,000,000","$10,000,000","$12,468,750","$18,437,500"
"Ryan Schraeder","RT","ATL                  ATL","27","2016","2021","5","$31,500,000","$6,300,000","4.06%","","$7,500,000","$12,500,000","$10,053,000","$15,253,000"
"Michael Bennett","DE","SEA                  SEA","30","2016","2020","3","$30,500,000","$10,166,667","6.55%","$8,000,000","$14,000,000","$14,000,000","$20,500,000","$26,150,000"
"George Iloka","FS","CIN                  CIN","25","2016","2020","5","$30,000,000","$6,000,000","3.86%","$3,000,000","$5,000,000","$5,000,000","$12,400,000","$18,000,000"
"Brian Winters","G","NYJ                  NYJ","24","2016","2020","4","$29,000,000","$7,250,000","4.67%","","","$15,000,000","$9,671,000","$16,671,000"
"Danny Trevathan","ILB","CHI                  CHI","25","2016","2019","4","$28,000,000","$7,000,000","4.51%","$5,000,000","$12,000,000","$15,500,000","$15,582,352","$21,482,352"
"Jeff Allen","G","HOU                  HOU","25","2016","2019","4","$28,000,000","$7,000,000","4.51%","$5,000,000","$10,000,000","$12,000,000","$15,125,000","$21,250,000"
"Darian Stewart","FS","DEN                  DEN","27","2016","2020","4","$28,000,000","$7,000,000","4.51%","$7,000,000","$13,000,000","$17,500,000","$15,500,000","$20,048,488"
"Jared Goff","QB","LAR                  LAR","21","2016","2020","4","$27,937,673","$6,984,418","4.50%","$18,518,308","$27,487,673","$27,487,673","$20,688,202","$23,677,990"
"Alex Boone","G","MIN                  MIN","28","2016","2019","4","$26,800,000","$6,700,000","4.32%","","$6,600,000","$10,000,000","$13,425,580","$20,125,580"
"Carson Wentz","QB","PHI                  PHI","23","2016","2020","4","$26,676,338","$6,669,085","4.30%","$17,600,973","$26,226,338","$26,226,338","$19,713,534","$22,588,656"
"Eric Weddle","FS","BAL                  BAL","30","2016","2019","4","$26,000,000","$6,500,000","4.19%","$7,000,000","$9,000,000","$13,000,000","$13,000,000","$20,500,000"
"Lamar Miller","RB","HOU                  HOU","24","2016","2019","4","$26,000,000","$6,500,000","4.19%","$4,000,000","$14,000,000","$14,000,000","$14,000,000","$19,703,125"
"Joey Bosa","OLB","SD                  SD","20","2016","2020","4","$25,873,685","$6,468,421","4.17%","$17,017,226","$25,873,685","$25,873,685","$19,093,303","$21,895,456"
"DeMarco Murray","RB","TEN                  TEN","27","2016","2019","4","$25,250,000","$6,312,500","4.07%","","$12,250,000","$12,500,000","$13,050,000","$19,550,000"
"Ezekiel Elliott","RB","DAL                  DAL","20","2016","2020","4","$24,956,341","$6,239,085","4.02%","$16,350,066","$24,506,340","$24,506,340","$17,825,252","$20,544,010"
"Nick Foles","QB","STL                  STL","26","2016","2017","2","$24,540,000","$12,270,000","7.90%","$3,000,000","$6,022,000","$13,792,000","$13,069,952","$25,319,952"
"Carson Palmer","QB","ARI                  ARI","36","2016","2018","1","$24,350,000","$24,350,000","15.68%","$6,750,000","","$21,000,000","$36,000,000","$50,000,000"
"Drew Brees","QB","NO                  NO","36","2016","2017","1","$24,250,000","$24,250,000","15.62%","$30,000,000","$24,250,000","$24,250,000","$44,250,000","$44,250,000"
"Travis Benjamin","WR","SD                  SD","26","2016","2019","4","$24,000,000","$6,000,000","3.86%","$5,000,000","$13,000,000","$13,000,000","$13,000,000","$18,750,000"
"Jalen Ramsey","CB","JAX                  JAX","21","2016","2020","4","$23,351,000","$5,837,750","3.76%","$15,182,546","$22,901,000","$22,901,000","$17,143,955","$19,716,773"
"Jeremy Lane","CB","SEA                  SEA","25","2016","2019","4","$23,000,000","$5,750,000","3.70%","$5,000,000","$11,000,000","$11,000,000","$11,000,000","$17,000,000"
"Max Unger","C","NO                  NO","29","2016","2019","3","$22,200,000","$7,400,000","4.77%","$7,000,000","$10,550,000","$14,300,000","$13,756,240","$20,006,240"
"Joe Barksdale","RT","SD                  SD","26","2016","2019","4","$22,200,000","$5,550,000","3.57%","$4,000,000","$10,500,000","$10,500,000","$12,084,375","$16,865,625"
"Adam-Pacman Jones","CB","CIN                  CIN","32","2016","2018","3","$22,000,000","$7,333,333","4.72%","$2,000,000","$6,000,000","$6,000,000","$15,504,779","$21,286,029"
"Michael Oher","RT","CAR                  CAR","29","2016","2019","3","$21,600,000","$7,200,000","4.64%","$4,000,000","$8,000,000","$9,500,000","$12,250,000","$18,550,000"
"Derrick Johnson","ILB","KC                  KC","33","2016","2018","3","$21,000,000","$7,000,000","4.51%","$5,250,000","$9,750,000","$12,000,000","$13,000,000","$21,000,000"
"Chase Daniel","QB","PHI                  PHI","29","2016","2018","3","$21,000,000","$7,000,000","4.51%","$3,000,000","$12,000,000","$12,000,000","$14,000,000","$21,000,000"
"Tamba Hali","OLB","KC                  KC","32","2016","2018","3","$21,000,000","$7,000,000","4.51%","$4,750,000","$11,500,000","$11,500,000","$13,937,500","$21,625,000"
"Josh Sitton","G","CHI                  CHI","29","2016","2018","3","$21,000,000","$7,000,000","4.51%","$2,000,000","$7,750,000","$10,000,000","$12,906,250","$20,812,500"
"Ronnie Stanley","LT","BAL                  BAL","21","2016","2020","4","$20,484,331","$5,121,083","3.30%","$13,097,695","$20,034,331","$20,034,331","$14,928,801","$17,241,013"
"Shawn Williams","SS","CIN                  CIN","24","2016","2020","4","$20,185,000","$5,046,250","3.25%","$2,000,000","$4,000,000","$4,000,000","$9,206,250","$12,956,250"
"Ladarius Green","TE","PIT                  PIT","25","2016","2019","4","$20,000,000","$5,000,000","3.22%","$4,750,000","$4,750,000","$4,750,000","$11,000,000","$15,500,000"
"Kirk Cousins","QB","WAS                  WAS","27","2016","2016","1","$19,953,000","$19,953,000","12.85%","","$19,953,000","$19,953,000","$19,953,000","$19,953,000"
"Vance McDonald","TE","SF                  SF","25","2016","2021","3","$19,650,000","$6,550,000","4.22%","$7,000,000","$9,100,000","$9,100,000","$10,464,547","$15,017,672"
"Robert Ayers","DE","TB                  TB","30","2016","2018","3","$19,500,000","$6,500,000","4.19%","","$7,500,000","$10,500,000","$14,000,000","$20,000,000"
"DeForest Buckner","DT","SF                  SF","21","2016","2020","4","$18,190,995","$4,547,749","2.93%","$11,429,814","$18,190,995","$18,190,995","$13,156,677","$15,260,403"
"Derrick Shelby","DE","ATL                  ATL","26","2016","2019","4","$18,000,000","$4,500,000","2.90%","$5,000,000","$6,000,000","$7,500,000","$9,000,000","$13,500,000"
"Bobby Massie","RT","CHI                  CHI","26","2016","2018","3","$18,000,000","$6,000,000","3.86%","$1,500,000","$6,500,000","$6,500,000","$12,368,750","$16,968,750"
"C.J. Anderson","RB","DEN                  DEN","24","2016","2019","4","$18,000,000","$4,500,000","2.90%","$5,000,000","$7,600,000","$7,600,000","$9,000,000","$13,500,000"
"William Hayes","DE","LAR                  LAR","30","2016","2017","3","$17,500,000","$5,833,333","3.76%","","$10,000,000","$10,000,000","$12,500,000","$17,500,000"
"Ben Jones","C","TEN                  TEN","17","2016","2019","4","$17,500,000","$4,375,000","2.82%","$3,500,000","$7,500,000","$7,500,000","$8,500,000","$13,000,000"
"Kurt Coleman","FS","CAR                  CAR","27","2016","2019","3","$17,000,000","$5,666,667","3.65%","$5,000,000","$6,000,000","$6,000,000","$8,450,000","$12,450,000"
"Bryan Anger","P","TB                  TB","27","2016","2021","5","$17,000,000","$3,400,000","2.19%","","$4,000,000","$4,000,000","$5,750,000","$8,750,000"
"Cedric Thornton","DT","DAL                  DAL","27","2016","2019","4","$17,000,000","$4,250,000","2.74%","$5,000,000","$9,000,000","$9,000,000","$9,000,000","$13,000,000"
"Mario Williams","DE","MIA                  MIA","30","2016","2017","2","$17,000,000","$8,500,000","5.47%","$4,000,000","$8,485,000","$11,985,000","$17,000,000","$17,000,000"
"Justin Tucker","K","BAL                  BAL","26","2016","2019","4","$16,800,000","$4,200,000","2.70%","$6,000,000","$10,800,000","$10,800,000","$10,800,000","$13,750,000"
"Ryan Kalil","C","CAR                  CAR","30","2016","2018","2","$16,750,000","$8,375,000","5.39%","$6,000,000","$13,000,000","$13,000,000","$16,750,000","$26,500,000"
"Jamar Taylor","CB","CLE                  CLE","25","2016","2019","3","$16,500,000","$5,500,000","3.54%","$3,000,000","$5,500,000","$5,500,000","$6,424,475","$7,924,475"
"Marquette King","P","OAK                  OAK","27","2016","2020","5","$16,500,000","$3,300,000","2.13%","$250,000","$5,350,000","$7,750,000","$7,750,000","$10,750,000"
"Demar Dotson","RT","TB                  TB","30","2016","2019","3","$16,500,000","$5,500,000","3.54%","","$4,250,000","$4,250,000","$8,550,000","$13,353,125"
"Mason Crosby","K","GB                  GB","31","2016","2019","4","$16,100,000","$4,025,000","2.59%","$5,000,000","$5,000,000","$5,000,000","$8,500,000","$12,500,000"
"Andrew Sendejo","SS","MIN                  MIN","28","2016","2019","4","$16,000,000","$4,000,000","2.58%","","$3,950,000","$6,900,000","$6,873,478","$10,373,478"
"Jack Conklin","RT","TEN                  TEN","21","2016","2019","4","$15,897,658","$3,974,415","2.56%","$9,761,933","$15,447,658","$15,447,658","$11,384,554","$13,279,796"
"Leonard Floyd","DE","CHI                  CHI","23","2016","2020","4","$15,782,861","$3,945,715","2.54%","$9,678,444","$15,332,861","$15,332,861","$11,295,847","$13,180,653"
"Richie Incognito","G","BUF                  BUF","32","2016","2018","3","$15,750,000","$5,250,000","3.38%","$3,450,000","$5,450,000","$5,450,000","$9,325,000","$13,075,000"
"Muhammad Wilkerson","DT","NYJ                  NYJ","26","2016","2016","1","$15,701,000","$15,701,000","10.11%","","$15,701,000","$15,701,000","$15,701,000","$15,701,000"
"Giovani Bernard","RB","CIN                  CIN","24","2016","2019","3","$15,500,000","$5,166,667","3.33%","$3,000,000","$5,000,000","$5,000,000","$9,321,364","$12,771,364"
"Casey Hayward","CB","SD                  SD","26","2016","2018","3","$15,300,000","$5,100,000","3.28%","$2,500,000","$6,800,000","$6,800,000","$11,050,000","$15,300,000"
"Eli Apple","CB","NYG                  NYG","20","2016","2019","4","$15,152,320","$3,788,080","2.44%","$9,219,869","$15,152,320","$15,152,320","$10,741,626","$11,816,616"
"Cameron Wake","DE","MIA                  MIA","33","2016","2018","2","$15,000,000","$7,500,000","4.83%","","","$11,000,000","$14,600,000","$22,475,000"
"Rishard Matthews","WR","TEN                  TEN","26","2016","2018","3","$15,000,000","$5,000,000","3.22%","$2,500,000","$5,000,000","$5,000,000","$11,000,000","$16,000,000"
"Robert Griffin III","QB","CLE                  CLE","25","2016","2017","2","$15,000,000","$7,500,000","4.83%","$3,500,000","$6,750,000","$6,750,000","$13,968,750","$13,968,750"
"Coty Sensabaugh","CB","LAR                  LAR","27","2016","2018","3","$15,000,000","$5,000,000","3.22%","","$6,500,000","$6,500,000","$9,850,000","$14,350,000"
"Alshon Jeffery","WR","CHI                  CHI","25","2016","2016","1","$14,599,000","$14,599,000","9.40%","","$14,599,000","$14,599,000","$11,163,940","$11,163,940"
"Vernon Hargreaves","CB","TB                  TB","20","2016","2020","4","$14,177,661","$3,544,415","2.28%","$8,511,026","$14,177,661","$14,177,661","$10,055,465","$11,794,343"
"Von Miller","OLB","DEN                  DEN","26","2016","2016","1","$14,129,000","$14,129,000","9.10%","","","","$14,129,000","$14,129,000"
"Donald Stephenson","LT","DEN                  DEN","27","2016","2018","3","$14,000,000","$4,666,667","3.01%","$3,000,000","$6,000,000","$10,000,000","$10,000,000","$14,000,000"
"Trumaine Johnson","CB","LAR                  LAR","25","2016","2016","1","$13,952,000","$13,952,000","8.99%","","","","$13,952,000","$13,952,000"
"Josh Norman","CB","CAR                  CAR","28","2016","2016","1","$13,952,000","$13,952,000","8.99%","","","","$13,952,000","$13,952,000"
"Cordy Glenn","T","BUF                  BUF","26","2016","2016","1","$13,706,000","$13,706,000","8.83%","","$13,706,000","$13,706,000","$13,706,000","$13,706,000"
"Sam Martin","P","DET                  DET","25","2016","2019","4","$13,600,276","$3,400,069","2.19%","$2,500,000","$3,175,000","$5,900,000","$6,000,000","$8,425,000"
"Brent Grimes","CB","TB                  TB","32","2016","2017","2","$13,500,000","$6,750,000","4.35%","","$7,000,000","$7,000,000","$16,000,000","$16,000,000"
"Jermaine Kearse","WR","SEA                  SEA","25","2016","2018","3","$13,500,000","$4,500,000","2.90%","$5,500,000","$6,300,000","$6,300,000","$9,050,000","$14,600,000"
"Brandon Mebane","DT","SD                  SD","30","2016","2018","3","$13,500,000","$4,500,000","2.90%","$3,000,000","$5,500,000","$5,500,000","$9,000,000","$13,500,000"
"Delanie Walker","TE","TEN                  TEN","31","2016","2018","2","$13,375,000","$6,687,500","4.31%","$2,500,000","$6,700,000","$10,900,000","$11,484,375","$17,684,375"
"Shareece Wright","CB","BAL                  BAL","28","2016","2018","3","$13,000,000","$4,333,333","2.79%","$4,000,000","$4,760,000","$4,760,000","$8,760,000","$13,000,000"
"Brent Celek","TE","PHI                  PHI","30","2016","2018","3","$13,000,000","$4,333,333","2.79%","$3,000,000","$6,000,000","$6,000,000","$7,000,000","$11,000,000"
"Blair Walsh","K","MIN                  MIN","25","2016","2019","4","$13,000,000","$3,250,000","2.09%","$2,750,000","$3,750,000","$3,750,000","$5,660,000","$7,660,000"
"Sheldon Rankins","DT","NO                  NO","21","2016","2020","4","$12,801,648","$3,200,412","2.06%","$7,510,289","$12,801,648","$12,801,648","$8,992,182","$10,605,968"
"John Hughes","DT","CLE                  CLE","27","2016","2019","4","$12,800,000","$3,200,000","2.06%","$2,500,000","$3,560,000","$3,560,000","$5,760,000","$8,160,000"
"Isa Abdul-Quddus","FS","MIA                  MIA","27","2016","2018","3","$12,750,000","$4,250,000","2.74%","$2,500,000","$5,975,000","$5,975,000","$8,500,000","$12,750,000"
"Quinton Dial","DT","SF                  SF","25","2016","2019","3","$12,677,000","$4,225,667","2.72%","$3,227,000","$3,902,000","$5,000,000","$5,852,000","$8,752,000"
"Laremy Tunsil","LT","MIA                  MIA","21","2016","2020","4","$12,457,650","$3,114,413","2.01%","$7,260,109","$12,457,650","$12,457,650","$8,726,366","$10,308,880"
"Ryan Fitzpatrick","QB","NYJ                  NYJ","33","2016","2016","1","$12,000,000","$12,000,000","7.73%","$10,000,000","$12,000,000","$12,000,000","$12,000,000","$12,000,000"
"Jerrell Freeman","ILB","CHI                  CHI","29","2016","2018","3","$12,000,000","$4,000,000","2.58%","$1,500,000","$6,000,000","$6,000,000","$8,397,059","$11,897,059"
"Chris Hogan","WR","NE                  NE","28","2016","2018","3","$12,000,000","$4,000,000","2.58%","","$7,500,000","$7,500,000","$8,275,120","$11,775,120"
"Marcedes Lewis","TE","JAX                  JAX","31","2016","2018","3","$12,000,000","$4,000,000","2.58%","","$5,000,000","$5,000,000","$8,000,000","$12,000,000"
"Tracy Porter","CB","CHI                  CHI","29","2016","2018","3","$12,000,000","$4,000,000","2.58%","$900,000","$4,250,000","$4,250,000","$8,250,000","$12,000,000"
"Matt Forte","RB","NYJ                  NYJ","30","2016","2018","3","$12,000,000","$4,000,000","2.58%","$3,000,000","$9,000,000","$9,000,000","$9,000,000","$12,000,000"
"Haloti Ngata","DT","DET                  DET","31","2016","2017","2","$12,000,000","$6,000,000","3.86%","$4,000,000","$6,000,000","$6,000,000","$11,765,625","$11,765,625"
"Ahtyba Rubin","DT","SEA                  SEA","29","2016","2018","3","$12,000,000","$4,000,000","2.58%","$4,500,000","$5,500,000","$5,500,000","$8,200,000","$12,000,000"
"Donald Penn","RT","OAK                  OAK","32","2016","2017","2","$11,900,000","$5,950,000","3.83%","","$5,500,000","$5,500,000","$13,450,000","$13,450,000"
"Karl Joseph","SS","OAK                  OAK","22","2016","2019","4","$11,884,317","$2,971,079","1.91%","$6,843,140","$11,434,317","$11,434,317","$8,283,336","$9,813,728"
"Theo Riddick","RB","DET                  DET","24","2016","2019","3","$11,550,000","$3,850,000","2.48%","$3,850,000","$3,850,000","$3,850,000","$6,125,000","$9,287,500"
"Aldon Smith","OLB","OAK                  OAK","26","2016","2017","2","$11,500,000","$5,750,000","3.70%","","","","$5,750,000","$5,750,000"
"Mike Wallace","WR","BAL                  BAL","29","2016","2017","2","$11,500,000","$5,750,000","3.70%","$4,500,000","$4,500,000","$4,500,000","$11,500,000","$11,500,000"
"Bilal Powell","RB","NYJ                  NYJ","27","2016","2018","3","$11,250,000","$3,750,000","2.42%","$2,650,000","$6,000,000","$6,000,000","$7,250,000","$11,250,000"
"Corey Coleman","WR","CLE                  CLE","21","2016","2020","4","$11,204,997","$2,801,249","1.80%","$6,676,361","$11,204,997","$11,204,997","$8,106,134","$9,615,679"
"Willie Young","OLB","CHI                  CHI","30","2016","2018","2","$11,050,000","$5,525,000","3.56%","$2,700,000","$9,000,000","$9,000,000","$9,050,000","$13,550,000"
"Letroy Guion","DE","GB                  GB","28","2016","2018","3","$11,050,000","$3,683,333","2.37%","$500,000","$500,000","$500,000","$6,800,000","$10,350,000"
"Antonio Gates","TE","SD                  SD","35","2016","2017","2","$11,000,000","$5,500,000","3.54%","$1,000,000","$6,000,000","$6,000,000","$11,000,000","$11,000,000"
"Larry Fitzgerald","WR","ARI                  ARI","32","2016","2017","1","$11,000,000","$11,000,000","7.08%","","","$11,000,000","$22,000,000","$22,000,000"
"Taylor Decker","LT","DET                  DET","22","2016","2020","4","$10,966,980","$2,741,745","1.77%","$6,175,985","$10,966,980","$10,966,980","$7,574,484","$9,021,482"
