contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions
5444,Adam Thielen,adam thielen,00-0030035,ThieAd00,35,13,CAR,1,0.013986213132739067,301587301.5873016,4218064.278127655,4.218064278127655
5444,Adam Thielen,adam thielen,00-0030035,ThieAd00,35,13,CAR,2,0.01716131716966629,301587301.5873016,5175635.336883484,5.175635336883484
5444,Adam Thielen,adam thielen,00-0030035,ThieAd00,35,13,CAR,3,0.0289127416908741,301587301.5873016,8719715.748041395,8.719715748041395
5444,Adam Thielen,adam thielen,00-0030035,ThieAd00,35,13,CAR,4,0.03281848877668381,301587301.5873016,9897639.472333213,9.897639472333214
5444,Adam Thielen,adam thielen,00-0030035,ThieAd00,35,13,CAR,5,0.034671440720558167,301587301.5873016,10456466.249057226,10.456466249057225
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,1,0.003210744122043252,301587301.5873016,968319.6558543142,0.9683196558543142
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,2,0.0034299991093575954,301587301.5873016,1034444.175838005,1.034444175838005
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,3,0.004467860795557499,301587301.5873016,1347450.0811998807,1.3474500811998806
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,4,0.013486425392329693,301587301.5873016,4067334.6421311777,4.067334642131177
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,5,0.026987256482243538,301587301.5873016,8139013.859724242,8.139013859724242
5446,Alex Bachman,alex bachman,00-0035602,BachAl00,29,7,LV,1,0.004067831672728062,301587301.5873016,1226806.3774894155,1.2268063774894156
5446,Alex Bachman,alex bachman,00-0035602,BachAl00,29,7,LV,2,0.004507601261138916,301587301.5873016,1359435.3009784033,1.3594353009784033
5446,Alex Bachman,alex bachman,00-0035602,BachAl00,29,7,LV,3,0.006756104528903961,301587301.5873016,2037555.3341138933,2.0375553341138932
5446,Alex Bachman,alex bachman,00-0035602,BachAl00,29,7,LV,4,0.014409378170967102,301587301.5873016,4345685.480132936,4.345685480132936
5446,Alex Bachman,alex bachman,00-0035602,BachAl00,29,7,LV,5,0.02757170796394348,301587301.5873016,8315277.004998828,8.315277004998828
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,1,0.004300698172301054,301587301.5873016,1297035.9567257147,1.2970359567257148
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,2,0.004664579406380653,301587301.5873016,1406777.9162100384,1.4067779162100384
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,3,0.006134508643299341,301587301.5873016,1850089.9082966268,1.8500899082966267
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,4,0.017747515812516212,301587301.5873016,5352425.403774731,5.352425403774731
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,5,0.023756759241223335,301587301.5873016,7164736.914019736,7.164736914019737
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,1,0.0034368711058050394,301587301.5873016,1036516.6827031072,1.0365166827031072
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,2,0.003656126093119383,301587301.5873016,1102641.202686798,1.102641202686798
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,3,0.004693986847996712,301587301.5873016,1415646.8271736116,1.4156468271736116
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,4,0.01371255237609148,301587301.5873016,4135531.6689799707,4.13553166897997
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,5,0.027213379740715027,301587301.5873016,8207209.763072787,8.207209763072786
5449,Austin Mack,austin mack,00-0035869,MackAu01,28,6,ATL,1,0.0032262392342090607,301587301.5873016,972992.784920193,0.972992784920193
5449,Austin Mack,austin mack,00-0035869,MackAu01,28,6,ATL,2,0.0035901200026273727,301587301.5873016,1082734.6039669856,1.0827346039669856
5449,Austin Mack,austin mack,00-0035869,MackAu01,28,6,ATL,3,0.004483357071876526,301587301.5873016,1352123.5613595874,1.3521235613595874
5449,Austin Mack,austin mack,00-0035869,MackAu01,28,6,ATL,4,0.013501922599971294,301587301.5873016,4072008.4031659462,4.072008403165946
5449,Austin Mack,austin mack,00-0035869,MackAu01,28,6,ATL,5,0.027002746239304543,301587301.5873016,8143685.3737585135,8.143685373758514
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,1,0.0038187915924936533,301587301.5873016,1151699.0517044351,1.1516990517044352
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,2,0.0041826688684523106,301587301.5873016,1261439.8174697445,1.2614398174697445
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,3,0.005075909197330475,301587301.5873016,1530829.757925064,1.530829757925064
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,4,0.014094475656747818,301587301.5873016,4250714.8806064855,4.250714880606486
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,5,0.02759529836475849,301587301.5873016,8322391.57032399,8.32239157032399
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,1,0.0034368711058050394,301587301.5873016,1036516.6827031072,1.0365166827031072
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,2,0.003656126093119383,301587301.5873016,1102641.202686798,1.102641202686798
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,3,0.004693986847996712,301587301.5873016,1415646.8271736116,1.4156468271736116
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,4,0.01371255237609148,301587301.5873016,4135531.6689799707,4.13553166897997
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,5,0.027213379740715027,301587301.5873016,8207209.763072787,8.207209763072786
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,1,0.00663489056751132,301587301.5873016,2000998.7425827791,2.0009987425827793
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,2,0.006998770870268345,301587301.5873016,2110740.4211920407,2.1107404211920406
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,3,0.010829923674464226,301587301.5873016,3266167.4573781,3.2661674573781
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,4,0.01711452379822731,301587301.5873016,5161523.05025903,5.161523050259031
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,5,0.026208797469735146,301587301.5873016,7904240.506745521,7.904240506745521
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,1,0.005115221254527569,301587301.5873016,1542685.7751749812,1.5426857751749812
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,2,0.005791192874312401,301587301.5873016,1746550.2319354862,1.7465502319354862
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,3,0.011221121065318584,301587301.5873016,3384147.622873859,3.384147622873859
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,4,0.01924942433834076,301587301.5873016,5805381.943309118,5.805381943309118
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,5,0.028462443500757217,301587301.5873016,8583911.5319744,8.5839115319744
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,1,0.004450338892638683,301587301.5873016,1342165.6977799204,1.3421656977799203
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,2,0.0049277981743216515,301587301.5873016,1486161.3541604981,1.486161354160498
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,3,0.010740766301751137,301587301.5873016,3239278.7259249464,3.2392787259249465
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,4,0.016088971868157387,301587301.5873016,4852229.611031593,4.852229611031593
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,5,0.02578635700047016,301587301.5873016,7776837.82553862,7.77683782553862
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,1,0.004027548711746931,301587301.5873016,1214657.5479871698,1.2146575479871697
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,2,0.004391427617520094,301587301.5873016,1324398.805283838,1.324398805283838
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,3,0.0052846684120595455,301587301.5873016,1593788.8861766884,1.5937888861766885
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,4,0.01430323626846075,301587301.5873016,4313674.430170703,4.313674430170702
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,5,0.02780405804514885,301587301.5873016,8385350.839013145,8.385350839013146
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,1,0.004002392292022705,301587301.5873016,1207070.6912449428,1.207070691244943
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,2,0.004366271197795868,301587301.5873016,1316811.948541611,1.316811948541611
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,3,0.0052595119923353195,301587301.5873016,1586202.0294344616,1.5862020294344616
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,4,0.014278079383075237,301587301.5873016,4306087.432990945,4.306087432990945
